Name,url,Price,Location,Size,Time,Month,Hemisphere
 Neon tetra,https://vignette.wikia.nocookie.net/animalcrossing/images/d/da/NH-Icon-neontetra.png/revision/latest/scale-to-width-down/64?cb=20200401003129, 500 Bells, River, Tiny, 9am - 4pm,11,Southern Hemisphere
 Rainbowfish,https://vignette.wikia.nocookie.net/animalcrossing/images/6/68/NH-Icon-rainbowfish.png/revision/latest/scale-to-width-down/64?cb=20200401003129, 800 Bells, River, Tiny, 9am - 4pm,11,Southern Hemisphere
 Sea horse,https://vignette.wikia.nocookie.net/animalcrossing/images/5/55/NH-Icon-seahorse.png/revision/latest/scale-to-width-down/64?cb=20200401003129," 1,100 Bells", Sea, Tiny, All day,11,Southern Hemisphere
 Clown fish,https://vignette.wikia.nocookie.net/animalcrossing/images/2/2f/NH-Icon-clownfish.png/revision/latest/scale-to-width-down/64?cb=20200401003129, 650 Bells, Sea, Tiny, All day,11,Southern Hemisphere
 Surgeonfish,https://vignette.wikia.nocookie.net/animalcrossing/images/1/11/NH-Icon-surgeonfish.png/revision/latest/scale-to-width-down/64?cb=20200401003129," 1,000 Bells", Sea, Small, All day,11,Southern Hemisphere
 Butterfly fish,https://vignette.wikia.nocookie.net/animalcrossing/images/8/8e/NH-Icon-butterflyfish.png/revision/latest/scale-to-width-down/64?cb=20200401003129," 1,000 Bells", Sea, Small, All day,11,Southern Hemisphere
 Zebra turkeyfish,https://vignette.wikia.nocookie.net/animalcrossing/images/1/1c/NH-Icon-zebraturkeyfish.png/revision/latest/scale-to-width-down/64?cb=20200401003130, 500 Bells, Sea, Medium-small, All day,11,Southern Hemisphere
 Anchovy,https://vignette.wikia.nocookie.net/animalcrossing/images/2/24/NH-Icon-anchovy.png/revision/latest/scale-to-width-down/64?cb=20200401003129, 200 Bells, Sea, Small, 4am - 9pm,11,Southern Hemisphere
 Horse mackerel,https://vignette.wikia.nocookie.net/animalcrossing/images/d/d5/NH-Icon-horsemackerel.png/revision/latest/scale-to-width-down/64?cb=20200401003129, 150 Bells, Sea, Small, All day,11,Southern Hemisphere
 Barred knifejaw,https://vignette.wikia.nocookie.net/animalcrossing/images/8/8c/NH-Icon-barredknifejaw.png/revision/latest/scale-to-width-down/64?cb=20200401003128," 5,000 Bells", Sea, Medium-small, All day,11,Southern Hemisphere
 Sea bass,https://vignette.wikia.nocookie.net/animalcrossing/images/2/22/NH-Icon-seabass.png/revision/latest/scale-to-width-down/64?cb=20200401003130, 400 Bells, Sea, Large, All day,11,Southern Hemisphere
 Red snapper,https://vignette.wikia.nocookie.net/animalcrossing/images/d/dd/NH-Icon-redsnapper.png/revision/latest/scale-to-width-down/64?cb=20200401003130," 3,000 Bells", Sea, Medium-large, All day,11,Southern Hemisphere
 Olive flounder,https://vignette.wikia.nocookie.net/animalcrossing/images/9/9e/NH-Icon-oliveflounder.png/revision/latest/scale-to-width-down/64?cb=20200401003129, 800 Bells, Sea, Large, All day,11,Southern Hemisphere
 Squid,https://vignette.wikia.nocookie.net/animalcrossing/images/3/3b/NH-Icon-squid.png/revision/latest/scale-to-width-down/64?cb=20200401003130, 500 Bells, Sea, Medium-small, All day,11,Southern Hemisphere
 Giant trevally,https://vignette.wikia.nocookie.net/animalcrossing/images/7/7b/NH-Icon-gianttrevally.png/revision/latest/scale-to-width-down/64?cb=20200401003129," 4,500 Bells", Pier, Large, All day,11,Southern Hemisphere
 Mahi-mahi,https://vignette.wikia.nocookie.net/animalcrossing/images/8/82/NH-Icon-mahimahi.png/revision/latest/scale-to-width-down/64?cb=20200401003129," 6,000 Bells", Pier, Large, All day,11,Southern Hemisphere
 Oarfish,https://vignette.wikia.nocookie.net/animalcrossing/images/3/33/NH-Icon-oarfish.png/revision/latest/scale-to-width-down/64?cb=20200401003129," 9,000 Bells", Sea, Huge, All day,11,Southern Hemisphere
 Barreleye,https://vignette.wikia.nocookie.net/animalcrossing/images/c/c7/NH-Icon-barreleye.png/revision/latest/scale-to-width-down/64?cb=20200401003128," 15,000 Bells", Sea, Small, 9pm - 4am,11,Southern Hemisphere
 Coelacanth,https://vignette.wikia.nocookie.net/animalcrossing/images/3/31/NH-Icon-coelacanth.png/revision/latest/scale-to-width-down/64?cb=20200401003129," 15,000 Bells", Sea (Raining), Huge, All day,11,Southern Hemisphere
 Bitterling,https://vignette.wikia.nocookie.net/animalcrossing/images/e/ea/NH-Icon-bitterling.png/revision/latest/scale-to-width-down/64?cb=20200401003128, 900 Bells, River, Tiny, All day,12,Northern Hemisphere
 Pale chub,https://vignette.wikia.nocookie.net/animalcrossing/images/2/2c/NH-Icon-palechub.png/revision/latest/scale-to-width-down/64?cb=20200401003129, 200 Bells, River, Tiny, 9am - 4pm,12,Northern Hemisphere
 Crucian carp,https://vignette.wikia.nocookie.net/animalcrossing/images/0/03/NH-Icon-cruciancarp.png/revision/latest/scale-to-width-down/64?cb=20200401003129, 160 Bells, River, Small, All day,12,Northern Hemisphere
 Dace,https://vignette.wikia.nocookie.net/animalcrossing/images/2/22/NH-Icon-dace.png/revision/latest/scale-to-width-down/64?cb=20200401003129, 240 Bells, River, Medium-small, 4pm - 9am,12,Northern Hemisphere
 Carp,https://vignette.wikia.nocookie.net/animalcrossing/images/2/2c/NH-Icon-carp.png/revision/latest/scale-to-width-down/64?cb=20200401003129, 300 Bells, Pond, Medium-large, All day,12,Northern Hemisphere
 Koi,https://vignette.wikia.nocookie.net/animalcrossing/images/7/74/NH-Icon-koi.png/revision/latest/scale-to-width-down/64?cb=20200401003129," 4,000 Bells", Pond, Medium-large, 4pm - 9am,12,Northern Hemisphere
 Goldfish,https://vignette.wikia.nocookie.net/animalcrossing/images/e/ed/NH-Icon-goldfish.png/revision/latest/scale-to-width-down/64?cb=20200401003129," 1,300 Bells", Pond, Tiny, All day,12,Northern Hemisphere
 Pop-eyed goldfish,https://vignette.wikia.nocookie.net/animalcrossing/images/c/c9/NH-Icon-popeyedgoldfish.png/revision/latest/scale-to-width-down/64?cb=20200401003129," 1,300 Bells", Pond, Tiny, 9am - 4pm,12,Northern Hemisphere
 Ranchu goldfish,https://vignette.wikia.nocookie.net/animalcrossing/images/f/f9/NH-Icon-ranchugoldfish.png/revision/latest/scale-to-width-down/64?cb=20200401003129," 4,500 Bells", Pond, Small, 9am - 4pm,12,Northern Hemisphere
 Freshwater goby,https://vignette.wikia.nocookie.net/animalcrossing/images/e/ee/NH-Icon-freshwatergoby.png/revision/latest/scale-to-width-down/64?cb=20200401003129, 400 Bells, River, Small, 4pm - 9am,12,Northern Hemisphere
 Bluegill,https://vignette.wikia.nocookie.net/animalcrossing/images/6/69/NH-Icon-bluegill.png/revision/latest/scale-to-width-down/64?cb=20200401003129, 180 Bells, River, Small, 9am - 4pm,12,Northern Hemisphere
 Yellow perch,https://vignette.wikia.nocookie.net/animalcrossing/images/1/1d/NH-Icon-yellowperch.png/revision/latest/scale-to-width-down/64?cb=20200401003129, 300 Bells, River, Medium-small, All day,12,Northern Hemisphere
 Black bass,https://vignette.wikia.nocookie.net/animalcrossing/images/e/e2/NH-Icon-blackbass.png/revision/latest/scale-to-width-down/64?cb=20200401003129, 400 Bells, River, Medium-large, All day,12,Northern Hemisphere
 Pike,https://vignette.wikia.nocookie.net/animalcrossing/images/d/dc/NH-Icon-pike.png/revision/latest/scale-to-width-down/64?cb=20200401003130," 1,800 Bells", River, Large, All day,12,Northern Hemisphere
 Pond smelt,https://vignette.wikia.nocookie.net/animalcrossing/images/4/41/NH-Icon-pondsmelt.png/revision/latest/scale-to-width-down/64?cb=20200401003130, 500 Bells, River, Small, All day,12,Northern Hemisphere
 Stringfish,https://vignette.wikia.nocookie.net/animalcrossing/images/7/7b/NH-Icon-stringfish.png/revision/latest/scale-to-width-down/64?cb=20200401003129," 15,000 Bells", River (Clifftop), Large, 4pm - 9am,12,Northern Hemisphere
 Sturgeon,https://vignette.wikia.nocookie.net/animalcrossing/images/9/98/NH-Icon-sturgeon.png/revision/latest/scale-to-width-down/64?cb=20200401003129," 10,000 Bells", River (Mouth), Huge, All day,12,Northern Hemisphere
 Sea butterfly,https://vignette.wikia.nocookie.net/animalcrossing/images/8/8f/NH-Icon-seabutterfly.png/revision/latest/scale-to-width-down/64?cb=20200401003129," 1,000 Bells", Sea, Tiny, All day,12,Northern Hemisphere
 Blowfish,https://vignette.wikia.nocookie.net/animalcrossing/images/3/39/NH-Icon-blowfish.png/revision/latest/scale-to-width-down/64?cb=20200401003129," 5,000 Bells", Sea, Medium-small, 6pm - 4am,12,Northern Hemisphere
 Anchovy,https://vignette.wikia.nocookie.net/animalcrossing/images/2/24/NH-Icon-anchovy.png/revision/latest/scale-to-width-down/64?cb=20200401003129, 200 Bells, Sea, Small, 4am - 9pm,12,Northern Hemisphere
 Horse mackerel,https://vignette.wikia.nocookie.net/animalcrossing/images/d/d5/NH-Icon-horsemackerel.png/revision/latest/scale-to-width-down/64?cb=20200401003129, 150 Bells, Sea, Small, All day,12,Northern Hemisphere
 Sea bass,https://vignette.wikia.nocookie.net/animalcrossing/images/2/22/NH-Icon-seabass.png/revision/latest/scale-to-width-down/64?cb=20200401003130, 400 Bells, Sea, Large, All day,12,Northern Hemisphere
 Red snapper,https://vignette.wikia.nocookie.net/animalcrossing/images/d/dd/NH-Icon-redsnapper.png/revision/latest/scale-to-width-down/64?cb=20200401003130," 3,000 Bells", Sea, Medium-large, All day,12,Northern Hemisphere
 Dab,https://vignette.wikia.nocookie.net/animalcrossing/images/c/c6/NH-Icon-dab.png/revision/latest/scale-to-width-down/64?cb=20200401003129, 300 Bells, Sea, Medium-small, All day,12,Northern Hemisphere
 Olive flounder,https://vignette.wikia.nocookie.net/animalcrossing/images/9/9e/NH-Icon-oliveflounder.png/revision/latest/scale-to-width-down/64?cb=20200401003129, 800 Bells, Sea, Large, All day,12,Northern Hemisphere
 Squid,https://vignette.wikia.nocookie.net/animalcrossing/images/3/3b/NH-Icon-squid.png/revision/latest/scale-to-width-down/64?cb=20200401003130, 500 Bells, Sea, Medium-small, All day,12,Northern Hemisphere
 Tuna,https://vignette.wikia.nocookie.net/animalcrossing/images/5/50/NH-Icon-tuna.png/revision/latest/scale-to-width-down/64?cb=20200401003129," 7,000 Bells", Pier, Huge, All day,12,Northern Hemisphere
 Blue marlin,https://vignette.wikia.nocookie.net/animalcrossing/images/2/2f/NH-Icon-bluemarlin.png/revision/latest/scale-to-width-down/64?cb=20200401003129," 10,000 Bells", Pier, Huge, All day,12,Northern Hemisphere
 Football fish,https://vignette.wikia.nocookie.net/animalcrossing/images/a/a5/NH-Icon-footballfish.png/revision/latest/scale-to-width-down/64?cb=20200401003129," 2,500 Bells", Sea, Medium-large, 4pm - 9am,12,Northern Hemisphere
 Oarfish,https://vignette.wikia.nocookie.net/animalcrossing/images/3/33/NH-Icon-oarfish.png/revision/latest/scale-to-width-down/64?cb=20200401003129," 9,000 Bells", Sea, Huge, All day,12,Northern Hemisphere
 Barreleye,https://vignette.wikia.nocookie.net/animalcrossing/images/c/c7/NH-Icon-barreleye.png/revision/latest/scale-to-width-down/64?cb=20200401003128," 15,000 Bells", Sea, Small, 9pm - 4am,12,Northern Hemisphere
 Coelacanth,https://vignette.wikia.nocookie.net/animalcrossing/images/3/31/NH-Icon-coelacanth.png/revision/latest/scale-to-width-down/64?cb=20200401003129," 15,000 Bells", Sea (Raining), Huge, All day,12,Northern Hemisphere
 Pale chub,https://vignette.wikia.nocookie.net/animalcrossing/images/2/2c/NH-Icon-palechub.png/revision/latest/scale-to-width-down/64?cb=20200401003129, 200 Bells, River, Tiny, 9am - 4pm,12,Southern Hemisphere
 Crucian carp,https://vignette.wikia.nocookie.net/animalcrossing/images/0/03/NH-Icon-cruciancarp.png/revision/latest/scale-to-width-down/64?cb=20200401003129, 160 Bells, River, Small, All day,12,Southern Hemisphere
 Dace,https://vignette.wikia.nocookie.net/animalcrossing/images/2/22/NH-Icon-dace.png/revision/latest/scale-to-width-down/64?cb=20200401003129, 240 Bells, River, Medium-small, 4pm - 9am,12,Southern Hemisphere
 Carp,https://vignette.wikia.nocookie.net/animalcrossing/images/2/2c/NH-Icon-carp.png/revision/latest/scale-to-width-down/64?cb=20200401003129, 300 Bells, Pond, Medium-large, All day,12,Southern Hemisphere
 Koi,https://vignette.wikia.nocookie.net/animalcrossing/images/7/74/NH-Icon-koi.png/revision/latest/scale-to-width-down/64?cb=20200401003129," 4,000 Bells", Pond, Medium-large, 4pm - 9am,12,Southern Hemisphere
 Goldfish,https://vignette.wikia.nocookie.net/animalcrossing/images/e/ed/NH-Icon-goldfish.png/revision/latest/scale-to-width-down/64?cb=20200401003129," 1,300 Bells", Pond, Tiny, All day,12,Southern Hemisphere
 Pop-eyed goldfish,https://vignette.wikia.nocookie.net/animalcrossing/images/c/c9/NH-Icon-popeyedgoldfish.png/revision/latest/scale-to-width-down/64?cb=20200401003129," 1,300 Bells", Pond, Tiny, 9am - 4pm,12,Southern Hemisphere
 Ranchu goldfish,https://vignette.wikia.nocookie.net/animalcrossing/images/f/f9/NH-Icon-ranchugoldfish.png/revision/latest/scale-to-width-down/64?cb=20200401003129," 4,500 Bells", Pond, Small, 9am - 4pm,12,Southern Hemisphere
 Killifish,https://vignette.wikia.nocookie.net/animalcrossing/images/c/c3/NH-Icon-killifish.png/revision/latest/scale-to-width-down/64?cb=20200401003129, 300 Bells, Pond, Tiny, All day,12,Southern Hemisphere
 Crawfish,https://vignette.wikia.nocookie.net/animalcrossing/images/c/cd/NH-Icon-crawfish.png/revision/latest/scale-to-width-down/64?cb=20200401003129, 200 Bells, Pond, Small, All day,12,Southern Hemisphere
 Snapping Turtle,https://vignette.wikia.nocookie.net/animalcrossing/images/2/24/NH-Icon-snappingturtle.png/revision/latest/scale-to-width-down/64?cb=20200401003129," 5,000 Bells", River, Large, 9pm - 4am,12,Southern Hemisphere
 Tadpole,https://vignette.wikia.nocookie.net/animalcrossing/images/1/1c/NH-Icon-tadpole.png/revision/latest/scale-to-width-down/64?cb=20200401003129, 100 Bells, Pond, Tiny, All day,12,Southern Hemisphere
 Frog,https://vignette.wikia.nocookie.net/animalcrossing/images/6/6b/NH-Icon-frog.png/revision/latest/scale-to-width-down/64?cb=20200401003129, 120 Bells, Pond, Small, All day,12,Southern Hemisphere
 Freshwater goby,https://vignette.wikia.nocookie.net/animalcrossing/images/e/ee/NH-Icon-freshwatergoby.png/revision/latest/scale-to-width-down/64?cb=20200401003129, 400 Bells, River, Small, 4pm - 9am,12,Southern Hemisphere
 Catfish,https://vignette.wikia.nocookie.net/animalcrossing/images/2/29/NH-Icon-catfish.png/revision/latest/scale-to-width-down/64?cb=20200401003129, 800 Bells, Pond, Medium-large, 4pm - 9am,12,Southern Hemisphere
 Giant snakehead,https://vignette.wikia.nocookie.net/animalcrossing/images/0/0c/NH-Icon-giantsnakehead.png/revision/latest/scale-to-width-down/64?cb=20200401003129," 5,500 Bells", Pond, Large, 9am - 4pm,12,Southern Hemisphere
 Bluegill,https://vignette.wikia.nocookie.net/animalcrossing/images/6/69/NH-Icon-bluegill.png/revision/latest/scale-to-width-down/64?cb=20200401003129, 180 Bells, River, Small, 9am - 4pm,12,Southern Hemisphere
 Black bass,https://vignette.wikia.nocookie.net/animalcrossing/images/e/e2/NH-Icon-blackbass.png/revision/latest/scale-to-width-down/64?cb=20200401003129, 400 Bells, River, Medium-large, All day,12,Southern Hemisphere
 Tilapia,https://vignette.wikia.nocookie.net/animalcrossing/images/5/53/NH-Icon-tilapia.png/revision/latest/scale-to-width-down/64?cb=20200401003129, 800 Bells, River, Medium-small, All day,12,Southern Hemisphere
 Cherry salmon,https://vignette.wikia.nocookie.net/animalcrossing/images/5/5f/NH-Icon-cherrysalmon.png/revision/latest/scale-to-width-down/64?cb=20200401003129," 1,000 Bells", River (Clifftop) Pond, Medium-small, 4pm - 9am,12,Southern Hemisphere
 Char,https://vignette.wikia.nocookie.net/animalcrossing/images/1/15/NH-Icon-char.png/revision/latest/scale-to-width-down/64?cb=20200401003129," 3,800 Bells", River (Clifftop) Pond, Medium-small, 4pm - 9am,12,Southern Hemisphere
 Guppy,https://vignette.wikia.nocookie.net/animalcrossing/images/6/63/NH-Icon-guppy.png/revision/latest/scale-to-width-down/64?cb=20200401003129," 1,300 Bells", River, Tiny, 9am - 4pm,12,Southern Hemisphere
 Nibble fish,https://vignette.wikia.nocookie.net/animalcrossing/images/8/89/NH-Icon-nibblefish.png/revision/latest/scale-to-width-down/64?cb=20200401003129," 1,500 Bells", River, Tiny, 9am - 4pm,12,Southern Hemisphere
 Angelfish,https://vignette.wikia.nocookie.net/animalcrossing/images/6/63/NH-Icon-angelfish.png/revision/latest/scale-to-width-down/64?cb=20200401003128," 3,000 Bells", River, Small, 4pm - 9am,12,Southern Hemisphere
 Betta,https://vignette.wikia.nocookie.net/animalcrossing/images/7/7c/NH-Icon-betta.png/revision/latest/scale-to-width-down/64?cb=20200401003129," 2,500 Bells", River, Small, 9am - 4pm,12,Southern Hemisphere
 Neon tetra,https://vignette.wikia.nocookie.net/animalcrossing/images/d/da/NH-Icon-neontetra.png/revision/latest/scale-to-width-down/64?cb=20200401003129, 500 Bells, River, Tiny, 9am - 4pm,12,Southern Hemisphere
 Rainbowfish,https://vignette.wikia.nocookie.net/animalcrossing/images/6/68/NH-Icon-rainbowfish.png/revision/latest/scale-to-width-down/64?cb=20200401003129, 800 Bells, River, Tiny, 9am - 4pm,12,Southern Hemisphere
 Piranha,https://vignette.wikia.nocookie.net/animalcrossing/images/b/b9/NH-Icon-piranha.png/revision/latest/scale-to-width-down/64?cb=20200401003130," 2,500 Bells", River, Small, 9am - 4pm & 9pm - 4am,12,Southern Hemisphere
 Arowana,https://vignette.wikia.nocookie.net/animalcrossing/images/b/bf/NH-Icon-arowana.png/revision/latest/scale-to-width-down/64?cb=20200401003128," 10,000 Bells", River, Medium-large, 4pm - 9am,12,Southern Hemisphere
 Dorado,https://vignette.wikia.nocookie.net/animalcrossing/images/d/df/NH-Icon-dorado.png/revision/latest/scale-to-width-down/64?cb=20200401003129," 15,000 Bells", River, Large, 4am - 9pm,12,Southern Hemisphere
 Gar,https://vignette.wikia.nocookie.net/animalcrossing/images/9/9f/NH-Icon-gar.png/revision/latest/scale-to-width-down/64?cb=20200401003129," 6,000 Bells", Pond, Huge, 4pm - 9am,12,Southern Hemisphere
 Arapaima,https://vignette.wikia.nocookie.net/animalcrossing/images/7/7f/NH-Icon-arapaima.png/revision/latest/scale-to-width-down/64?cb=20200401003128," 10,000 Bells", River, Huge, 4pm - 9am,12,Southern Hemisphere
 Saddled bichir,https://vignette.wikia.nocookie.net/animalcrossing/images/a/a0/NH-Icon-saddledbichir.png/revision/latest/scale-to-width-down/64?cb=20200401003130," 4,000 Bells", River, Medium-large, 9pm - 4am,12,Southern Hemisphere
 Sea horse,https://vignette.wikia.nocookie.net/animalcrossing/images/5/55/NH-Icon-seahorse.png/revision/latest/scale-to-width-down/64?cb=20200401003129," 1,100 Bells", Sea, Tiny, All day,12,Southern Hemisphere
